Sample Size,Mean,Min,25th Percentile,Median,75th Percentile,Max
20,0.669983,0.080332,0.651613,0.689655,0.717621,0.979798
15,0.668846,0.080332,0.651613,0.689655,0.71831,0.979798
10,0.667177,0.080332,0.648963,0.689655,0.71831,0.979798
5,0.666637,0.080332,0.657895,0.691781,0.721429,0.979798
