Sample Size,Mean,Min,25th Percentile,Median,75th Percentile,Max
20,0.686726,0.157895,0.664432,0.705479,0.733813,0.979798
15,0.685978,0.157895,0.664432,0.705479,0.735714,0.979798
10,0.684928,0.157895,0.662338,0.705479,0.733813,0.979798
5,0.685297,0.157895,0.670968,0.705479,0.735714,0.979798
