Sample Size,Mean,Min,25th Percentile,Median,75th Percentile,Max
20,0.602002,0.078244,0.4,0.685897,0.772059,0.911504
15,0.604944,0.078244,0.407118,0.686507,0.772059,0.911504
10,0.604325,0.078244,0.411502,0.689756,0.772059,0.911504
5,0.605073,0.078244,0.414495,0.695537,0.773901,0.911504
