Sample Size,Mean,Min,25th Percentile,Median,75th Percentile,Max
60,0.560882,0.060096,0.292635,0.684571,0.761636,0.878261
50,0.551041,0.060096,0.28216,0.664688,0.754167,0.869565
40,0.536819,0.060096,0.266026,0.598002,0.756965,0.869565
30,0.552817,0.060096,0.327277,0.674571,0.754167,0.869565
20,0.572511,0.060096,0.369953,0.717208,0.775609,0.869565
10,0.490107,0.060096,0.250612,0.548092,0.737243,0.826446
